Article,Cleaned,PresenceAbsence,Count,TF-IDF
"China net cafe culture crackdown

Chinese authorities closed 12,575 net cafes in the closing months of 2004, the country's government said.

According to the official news agency most of the net cafes were closed down because they were operating illegally. Chinese net cafes operate under a set of strict guidelines and many of those most recently closed broke rules that limit how close they can be to schools. The move is the latest in a series of steps the Chinese government has taken to crack down on what it considers to be immoral net use.

The official Xinhua News Agency said the crackdown was carried out to create a ""safer environment for young people in China"". Rules introduced in 2002 demand that net cafes be at least 200 metres away from middle and elementary schools. The hours that children can use net cafes are also tightly regulated. China has long been worried that net cafes are an unhealthy influence on young people. The 12,575 cafes were shut in the three months from October to December. China also tries to dictate the types of computer games people can play to limit the amount of violence people are exposed to.

Net cafes are hugely popular in China because the relatively high cost of computer hardware means that few people have PCs in their homes. This is not the first time that the Chinese government has moved against net cafes that are not operating within its strict guidelines. All the 100,000 or so net cafes in the country are required to use software that controls what websites users can see. Logs of sites people visit are also kept. Laws on net cafe opening hours and who can use them were introduced in 2002 following a fire at one cafe that killed 25 people. During the crackdown following the blaze authorities moved to clean up net cafes and demanded that all of them get permits to operate. In August 2004 Chinese authorities shut down 700 websites and arrested 224 people in a crackdown on net porn. At the same time it introduced new controls to block overseas sex sites. The Reporters Without Borders group said in a report that Chinese government technologies for e-mail interception and net censorship are among the most highly developed in the world.",china net cafe culture crackdown chinese authorities closed 12 575 net cafes in the closing months of 2004 the country s government said according to the official news agency most of the net cafes were closed down because they were operating illegally chinese net cafes operate under a set of strict guidelines and many of those most recently closed broke rules that limit how close they can be to schools the move is the latest in a series of steps the chinese government has taken to crack down on what it considers to be immoral net use the official xinhua news agency said the crackdown was carried out to create a safer environment for young people in china rules introduced in 2002 demand that net cafes be at least 200 metres away from middle and elementary schools the hours that children can use net cafes are also tightly regulated china has long been worried that net cafes are an unhealthy influence on young people the 12 575 cafes were shut in the three months from october to december china also tries to dictate the types of computer games people can play to limit the amount of violence people are exposed to net cafes are hugely popular in china because the relatively high cost of computer hardware means that few people have pcs in their homes this is not the first time that the chinese government has moved against net cafes that are not operating within its strict guidelines all the 100 000 or so net cafes in the country are required to use software that controls what websites users can see logs of sites people visit are also kept laws on net cafe opening hours and who can use them were introduced in 2002 following a fire at one cafe that killed 25 people during the crackdown following the blaze authorities moved to clean up net cafes and demanded that all of them get permits to operate in august 2004 chinese authorities shut down 700 websites and arrested 224 people in a crackdown on net porn at the same time it introduced new controls to block overseas sex sites the reporters without borders group said in a report that chinese government technologies for e mail interception and net censorship are among the most highly developed in the world,4,0,0
"Rover deal 'may cost 2,000 jobs'

Some 2,000 jobs at MG Rover's Midlands plant may be cut if investment in the firm by a Chinese car maker goes ahead, the Financial Times has reported.

Shanghai Automotive Industry Corp plans to shift production of the Rover 25 to China and export it to the UK, sources close to the negotiations tell the FT. But Rover told BBC News that reports of job cuts were ""speculation"". A tie-up, seen as Rover's last chance to save its Longbridge plant, has been pushed by UK Chancellor Gordon Brown. Rover confirmed the tie-up would take place ""not very far away from this time"".

Rover bosses have said they are ""confident"" the Â£1bn ($1.9bn) investment deal would be signed in March or early April.

Transport & General Worker's Union general secretary Tony Woodley repeated his view on Friday that all mergers led to some job cuts. He said investment in new models was needed to ensure the future of the Birmingham plant. ""This is a very crucial and delicate time and our efforts are targeted to securing new models for the company which will mean jobs for our people,"" he said. SAIC says none of its money will be paid to the four owners of Rover, who have been accused by unions of awarding themselves exorbitant salaries, the FT reports. ""SAIC is extremely concerned to ensure that its money is used to invest in the business rather than be distributed to the shareholders,"" the newspaper quotes a source close to the Chinese firm. Meanwhile, according to Chinese state press reports, small state-owned carmaker Nanjing Auto is in negotiations with Rover and SAIC to take a 20% stake in the joint venture. SAIC was unavailable for comment on the job cuts when contacted by BBC News. Rover and SAIC signed a technology-sharing agreement in August.",rover deal may cost 2 000 jobs some 2 000 jobs at mg rover s midlands plant may be cut if investment in the firm by a chinese car maker goes ahead the financial times has reported shanghai automotive industry corp plans to shift production of the rover 25 to china and export it to the uk sources close to the negotiations tell the ft but rover told bbc news that reports of job cuts were speculation a tie up seen as rover s last chance to save its longbridge plant has been pushed by uk chancellor gordon brown rover confirmed the tie up would take place not very far away from this time rover bosses have said they are confident the â 1bn 1 9bn investment deal would be signed in march or early april transport general worker s union general secretary tony woodley repeated his view on friday that all mergers led to some job cuts he said investment in new models was needed to ensure the future of the birmingham plant this is a very crucial and delicate time and our efforts are targeted to securing new models for the company which will mean jobs for our people he said saic says none of its money will be paid to the four owners of rover who have been accused by unions of awarding themselves exorbitant salaries the ft reports saic is extremely concerned to ensure that its money is used to invest in the business rather than be distributed to the shareholders the newspaper quotes a source close to the chinese firm meanwhile according to chinese state press reports small state owned carmaker nanjing auto is in negotiations with rover and saic to take a 20 stake in the joint venture saic was unavailable for comment on the job cuts when contacted by bbc news rover and saic signed a technology sharing agreement in august,4,1,3
"Telegraph newspapers axe 90 jobs

The Daily and Sunday Telegraph newspapers are axing 90 journalist jobs - 17% of their editorial staff.

The Telegraph Group says the cuts are needed to fund an Â£150m investment in new printing facilities. Journalists at the firm met on Friday afternoon to discuss how to react to the surprise announcement. The cuts come against a background of fierce competition for readers and sluggish advertising revenues amid competition from online advertising. The National Union of Journalists has called on the management to recall the notice of redundancy by midday on Monday or face a strike ballot.

Pearson's Financial Times said last week it was offering voluntary redundancy to about 30 reporters.

The National Union of Journalists said it stood strongly behind the journalists and did not rule out a strike. ""Managers have torn up agreed procedures and kicked staff in the teeth by sacking people to pay for printing facilities,"" said Jeremy Dear, NUJ General Secretary. NUJ official Barry Fitzpatrick said the company had ignored the 90-day consultation period required for companies planning more than 10 redundancies. ""They have shown a complete disregard for the consultative rights of our members,"" said Mr Fitzpatrick, who added that the company now planned to observe the consultation procedures. The two Telegraph titles currently employ 521 journalists.

Some broadsheet newspapers - especially those which have not moved to a tabloid format - have suffered circulation declines, which are hitting revenues. The Telegraph has announced no plans to go tabloid although both The Independent and The Times have seen circulation rise since shrinking in size.

The Guardian is hedging its bets, planning a larger tabloid format like those popular in continental Europe. The Telegraph Group was bought by the Barclay twins - Frederick and David - last year, having previously been owned by Lord Conrad Black's Hollinger International. The brothers are currently mulling the sale of another of their businesses, retailer Littlewoods.

Telegraph executive Murdoch MacLennan said the two newspapers would add eight colour pages in the coming months.

""Journalists are the lifeblood of any newspaper, and maintaining the quality of The Daily Telegraph and The Sunday Telegraph for our readers is vital,"" he said. ""However, action to improve our production capability and secure our titles against the competition is also vital."" Many newspapers are investing in new printing machinery that enables them to print more colour pages, or in some cases, have colour on every page. They are hoping that by boosting colour it will make their publications more attractive to advertisers and readers alike. In recent months News Corp's News International unit, which publishes The Sun and the News of the World, the Guardian Media Group, Trinity Mirror and the Daily Mail & General Trust have all announced substantial investments in new printing plants.",telegraph newspapers axe 90 jobs the daily and sunday telegraph newspapers are axing 90 journalist jobs 17 of their editorial staff the telegraph group says the cuts are needed to fund an â 150m investment in new printing facilities journalists at the firm met on friday afternoon to discuss how to react to the surprise announcement the cuts come against a background of fierce competition for readers and sluggish advertising revenues amid competition from online advertising the national union of journalists has called on the management to recall the notice of redundancy by midday on monday or face a strike ballot pearson s financial times said last week it was offering voluntary redundancy to about 30 reporters the national union of journalists said it stood strongly behind the journalists and did not rule out a strike managers have torn up agreed procedures and kicked staff in the teeth by sacking people to pay for printing facilities said jeremy dear nuj general secretary nuj official barry fitzpatrick said the company had ignored the 90 day consultation period required for companies planning more than 10 redundancies they have shown a complete disregard for the consultative rights of our members said mr fitzpatrick who added that the company now planned to observe the consultation procedures the two telegraph titles currently employ 521 journalists some broadsheet newspapers especially those which have not moved to a tabloid format have suffered circulation declines which are hitting revenues the telegraph has announced no plans to go tabloid although both the independent and the times have seen circulation rise since shrinking in size the guardian is hedging its bets planning a larger tabloid format like those popular in continental europe the telegraph group was bought by the barclay twins frederick and david last year having previously been owned by lord conrad black s hollinger international the brothers are currently mulling the sale of another of their businesses retailer littlewoods telegraph executive murdoch maclennan said the two newspapers would add eight colour pages in the coming months journalists are the lifeblood of any newspaper and maintaining the quality of the daily telegraph and the sunday telegraph for our readers is vital he said however action to improve our production capability and secure our titles against the competition is also vital many newspapers are investing in new printing machinery that enables them to print more colour pages or in some cases have colour on every page they are hoping that by boosting colour it will make their publications more attractive to advertisers and readers alike in recent months news corp s news international unit which publishes the sun and the news of the world the guardian media group trinity mirror and the daily mail general trust have all announced substantial investments in new printing plants,4,3,4
"Air passengers win new EU rights

Air passengers who are unable to board their flights because of overbooking, cancellations or flight delays can now demand greater compensation.

New EU rules set compensation at between 250 euros (Â£173) and 600 euros, depending on the length of the flight. The new rules will apply to all scheduled and charter flights, including budget airlines. Airlines have attacked the legislation saying they could be forced to push prices higher to cover the extra cost. The European Commission is facing two legal challenges - one from the European Low-fare Airlines Association (ELAA) and the other from the International Air Transport Association (IATA), which has attacked the package as a ""bad piece of legislation"". Previously, passengers could claim between 150 euros and 300 euros if they had been stopped from boarding.

However, only scheduled flight operators were obliged to offer compensation in cases of overbooking and they did not have to offer compensation for flight cancellations.

The EU decided to increase passenger compensation in a bid to deter airlines from deliberately overbooking flights. Overbooking can often lead to 'bumping' - when a passenger is moved to a later flight. When this happens against a passenger's will, airlines will now have to offer compensation. In addition, if a flight is cancelled or delayed for more than two hours through the fault of the airline, all passengers must be paid compensation.

However, airlines do not have to offer compensation if flights are cancelled or delayed due to ""extraordinary circumstances"". Airlines fear that ""extraordinary circumstances"" may not include bad weather, security alerts or strikes - events which are outside of their control. All EU-based airlines and operators of flights which take off from the EU will have to adhere to the new compensation regime which came into force on Thursday. Low-cost airlines have criticised the new compensation levels, arguing that the pay-out could be worth more than the ticket. ""It's a preposterous piece of legislation, we among all airlines are fighting this,"" Ryanair deputy chief executive Michael Cawley told Radio 4's Today programme.

The European Regions Airline Association (ERAA) claims that neither airlines nor consumers were consulted over the changes. Andy Clarke, ERAA director of air transport, said that the EC advice misleads customers as it leads them to believe that airlines could be liable for payouts if flights are delayed because of bad weather.

EC spokeswoman Marja Quillinan-Meiland conceded there were ""grey areas"" but said ""these are not as big as the airlines are making out"". In cases of dispute, national enforcement bodies would decide whether the passenger had a case, she said. New technology means it is easier for airlines to take off and land in bad weather, she added. The ERAA's Mr Clarke also warned that while airlines would comply with the new rules, the extra costs would be passed onto passengers. ""We reckon it's going to cost European air passengers - not the airlines, the airlines have no money, it has to be paid by passengers - 1.5bn euros, that's over Â£1bn a year loaded onto European passengers,"" Mr Clarke said. ""That's basically a transfer of money from passengers whose journeys are not disrupted to passengers whose journeys are disrupted.""

On Wednesday, Jacques Barrot, vice president of the European Commission and also Commissioner for Transport, said that the changes were necessary. ""The boom in air travel needs to be accompanied by proper protection of passengers' right."" ""This is a concrete example of how the Union benefits people's daily lives,"" he added. The EC has launched an information campaign in airports and travel agencies to inform airline passengers of their new rights.",air passengers win new eu rights air passengers who are unable to board their flights because of overbooking cancellations or flight delays can now demand greater compensation new eu rules set compensation at between 250 euros â 173 and 600 euros depending on the length of the flight the new rules will apply to all scheduled and charter flights including budget airlines airlines have attacked the legislation saying they could be forced to push prices higher to cover the extra cost the european commission is facing two legal challenges one from the european low fare airlines association elaa and the other from the international air transport association iata which has attacked the package as a bad piece of legislation previously passengers could claim between 150 euros and 300 euros if they had been stopped from boarding however only scheduled flight operators were obliged to offer compensation in cases of overbooking and they did not have to offer compensation for flight cancellations the eu decided to increase passenger compensation in a bid to deter airlines from deliberately overbooking flights overbooking can often lead to bumping when a passenger is moved to a later flight when this happens against a passenger s will airlines will now have to offer compensation in addition if a flight is cancelled or delayed for more than two hours through the fault of the airline all passengers must be paid compensation however airlines do not have to offer compensation if flights are cancelled or delayed due to extraordinary circumstances airlines fear that extraordinary circumstances may not include bad weather security alerts or strikes events which are outside of their control all eu based airlines and operators of flights which take off from the eu will have to adhere to the new compensation regime which came into force on thursday low cost airlines have criticised the new compensation levels arguing that the pay out could be worth more than the ticket it s a preposterous piece of legislation we among all airlines are fighting this ryanair deputy chief executive michael cawley told radio 4 s today programme the european regions airline association eraa claims that neither airlines nor consumers were consulted over the changes andy clarke eraa director of air transport said that the ec advice misleads customers as it leads them to believe that airlines could be liable for payouts if flights are delayed because of bad weather ec spokeswoman marja quillinan meiland conceded there were grey areas but said these are not as big as the airlines are making out in cases of dispute national enforcement bodies would decide whether the passenger had a case she said new technology means it is easier for airlines to take off and land in bad weather she added the eraa s mr clarke also warned that while airlines would comply with the new rules the extra costs would be passed onto passengers we reckon it s going to cost european air passengers not the airlines the airlines have no money it has to be paid by passengers 1 5bn euros that s over â 1bn a year loaded onto european passengers mr clarke said that s basically a transfer of money from passengers whose journeys are not disrupted to passengers whose journeys are disrupted on wednesday jacques barrot vice president of the european commission and also commissioner for transport said that the changes were necessary the boom in air travel needs to be accompanied by proper protection of passengers right this is a concrete example of how the union benefits people s daily lives he added the ec has launched an information campaign in airports and travel agencies to inform airline passengers of their new rights,4,3,2
"Crisis 'ahead in social sciences'

A national body designed to tackle skills shortages in key subjects should be set up, a committee of MPs has said.

There was an ""absolute crisis"" in the recruitment of statisticians and other social science experts, the Commons science and technology committee added. ""Major problems"" are expected over the next 10 years as the social science workforce continues to age, it said. The committee was reporting on the work, strategy and spending plans of the Economic Social Research Council.

The council aims to promote and support strategic research for social science postgraduates and provide social scientists to meet the needs of the country. It also liaises with the government and industry over their social science needs. In its report on the council's work the committee said: ""We are deeply concerned by the skills shortages afflicting, in particular, the qualitative branches of social sciences. This mirrored previous concerns the committee had expressed on shortages in the fields of maths and chemistry, it said. ""It is hard to see how significant progress towards rectifying these shortages can be made through the deployment of Economic and Social Research Council's limited resources. ""If the government is serious about addressing skills shortages in key subjects it needs to find a more effective mechanism to achieve this."" A national ""strategic capabilities fund"" to address shortages in key areas should be set up in response, the committee added.",crisis ahead in social sciences a national body designed to tackle skills shortages in key subjects should be set up a committee of mps has said there was an absolute crisis in the recruitment of statisticians and other social science experts the commons science and technology committee added major problems are expected over the next 10 years as the social science workforce continues to age it said the committee was reporting on the work strategy and spending plans of the economic social research council the council aims to promote and support strategic research for social science postgraduates and provide social scientists to meet the needs of the country it also liaises with the government and industry over their social science needs in its report on the council s work the committee said we are deeply concerned by the skills shortages afflicting in particular the qualitative branches of social sciences this mirrored previous concerns the committee had expressed on shortages in the fields of maths and chemistry it said it is hard to see how significant progress towards rectifying these shortages can be made through the deployment of economic and social research council s limited resources if the government is serious about addressing skills shortages in key subjects it needs to find a more effective mechanism to achieve this a national strategic capabilities fund to address shortages in key areas should be set up in response the committee added,4,1,3
"Concerns at school diploma plan

Final appeals are being made for the government not to ditch the reform plan for England's secondary schools put forward by the Tomlinson report.

The government's response to the plan for a four-tier diploma to replace all existing 14-19 qualifications is expected next week. Some are worried it could be scuppered if, as Tony Blair and Ruth Kelly have suggested, GCSEs and A-levels stay. Sir Mike Tomlinson himself was briefed only this week. He is said to be feeling more comfortable about what the government is likely to say than if he had read only what was in newspapers in the earlier part of the week. But the government was said to be still rewriting its response on Friday. ""It will be a tragedy if the government comes through with a half-hearted response,"" said the chairman of the Commons education select committee, Labour MP Barry Sheerman.

His main concern was the reports that there would be a diploma - but only to replace existing vocational qualifications. ""We must tackle head-on the structural mess that is our secondary education system,"" he wrote in the Times Educational Supplement. ""It is not the case that the academic stream in secondary is fine while the vocational route is desperately weak."" The Qualifications and Curriculum Authority (QCA) has also told the government not to ""compromise"". The QCA said the potential ""step-change in participation and attainment"" lay in the integrity of the whole diploma. ""Any partial implementation of the proposals would, in our view, compromise that integrity,"" said its chairman, Sir Anthony Greener. It is a sign of the QCA's concern that its advice went to ministers last December but was publicised only recently. But people understand that a White Paper response is government policy and has to command wider ministerial support than if it were coming only from the Department for Education and Skills. They may be content if it does not ""close too many doors"" in writing - whatever spin is put on it.

The chief inspector of schools, David Bell, also said recently that GCSEs and A-levels should go. ""One of the reasons why I'm so strongly in favour of these terms disappearing over time is that it's good for the symbols of change to be seen right across the system,"" he said. ""If we don't say this is a sea-change in education, we will miss a great opportunity."" Universities and head teachers in both the independent and state sectors have also backed the Tomlinson proposals, which include having higher grades at advanced level to differentiate between the brightest students. A note of concern has been expressed repeatedly by the employers' organisation, the CBI, which complains of a lack of skills. In an attempt to address this, the Tomlinson plan is for tests in ""functional"" maths and literacy - decidedly not GCSEs. It has been suggested the government will take steps of some sort to meet firms' concerns on this score. Another dissenter is Sir Mike Tomlinson's predecessor as chief schools inspector, Professor Chris Woodhead, who has said there is no need for such a ""massive upheaval"". The Conservative Party has put forward plans to revert to a system of having only the brightest percentage of students each year getting the top A-level grade, no matter how well the others have done.",concerns at school diploma plan final appeals are being made for the government not to ditch the reform plan for england s secondary schools put forward by the tomlinson report the government s response to the plan for a four tier diploma to replace all existing 14 19 qualifications is expected next week some are worried it could be scuppered if as tony blair and ruth kelly have suggested gcses and a levels stay sir mike tomlinson himself was briefed only this week he is said to be feeling more comfortable about what the government is likely to say than if he had read only what was in newspapers in the earlier part of the week but the government was said to be still rewriting its response on friday it will be a tragedy if the government comes through with a half hearted response said the chairman of the commons education select committee labour mp barry sheerman his main concern was the reports that there would be a diploma but only to replace existing vocational qualifications we must tackle head on the structural mess that is our secondary education system he wrote in the times educational supplement it is not the case that the academic stream in secondary is fine while the vocational route is desperately weak the qualifications and curriculum authority qca has also told the government not to compromise the qca said the potential step change in participation and attainment lay in the integrity of the whole diploma any partial implementation of the proposals would in our view compromise that integrity said its chairman sir anthony greener it is a sign of the qca s concern that its advice went to ministers last december but was publicised only recently but people understand that a white paper response is government policy and has to command wider ministerial support than if it were coming only from the department for education and skills they may be content if it does not close too many doors in writing whatever spin is put on it the chief inspector of schools david bell also said recently that gcses and a levels should go one of the reasons why i m so strongly in favour of these terms disappearing over time is that it s good for the symbols of change to be seen right across the system he said if we don t say this is a sea change in education we will miss a great opportunity universities and head teachers in both the independent and state sectors have also backed the tomlinson proposals which include having higher grades at advanced level to differentiate between the brightest students a note of concern has been expressed repeatedly by the employers organisation the cbi which complains of a lack of skills in an attempt to address this the tomlinson plan is for tests in functional maths and literacy decidedly not gcses it has been suggested the government will take steps of some sort to meet firms concerns on this score another dissenter is sir mike tomlinson s predecessor as chief schools inspector professor chris woodhead who has said there is no need for such a massive upheaval the conservative party has put forward plans to revert to a system of having only the brightest percentage of students each year getting the top a level grade no matter how well the others have done,4,3,3
"Security warning over 'FBI virus'

The US Federal Bureau of Investigation is warning that a computer virus is being spread via e-mails that purport to be from the FBI.

The e-mails show that they have come from an fbi.gov address and tell recipients that they have accessed illegal websites. The messages warn that their internet use has been monitored by the FBI's Internet Fraud Complaint Center. An attachment in the e-mail contains the virus, the FBI said. The message asks recipients to click on the attachment and answer some questions about their internet use. But rather than being a questionnaire, the attachment contains a virus that infects the recipient's computer, according to the agency. It is not clear what the virus does once it has infected a computer. Users are warned never to open attachment from unsolicited e-mails or from people they do not know.

""Recipients of this or similar solicitations should know that the FBI does not engage in the practice of sending unsolicited e-mails to the public in this manner,"" the FBI said in a statement. The bureau is investigating the phoney e-mails. The agency earlier this month shut down fbi.gov accounts, used to communicate with the public, because of a security breach. A spokeswoman said the two incidents appear to be unrelated.",security warning over fbi virus the us federal bureau of investigation is warning that a computer virus is being spread via e mails that purport to be from the fbi the e mails show that they have come from an fbi gov address and tell recipients that they have accessed illegal websites the messages warn that their internet use has been monitored by the fbi s internet fraud complaint center an attachment in the e mail contains the virus the fbi said the message asks recipients to click on the attachment and answer some questions about their internet use but rather than being a questionnaire the attachment contains a virus that infects the recipient s computer according to the agency it is not clear what the virus does once it has infected a computer users are warned never to open attachment from unsolicited e mails or from people they do not know recipients of this or similar solicitations should know that the fbi does not engage in the practice of sending unsolicited e mails to the public in this manner the fbi said in a statement the bureau is investigating the phoney e mails the agency earlier this month shut down fbi gov accounts used to communicate with the public because of a security breach a spokeswoman said the two incidents appear to be unrelated,4,1,0
"IAAF launches fight against drugs

The IAAF - athletics' world governing body - has met anti-doping officials, coaches and athletes to co-ordinate the fight against drugs in sport.

Two task forces have been set up to examine doping and nutrition issues. It was also agreed that a programme to ""de-mystify"" the issue to athletes, the public and the media was a priority. ""Nothing was decided to change things - it was more to have a forum of the stakeholders allowing them to express themselves,"" said an IAAF spokesman. ""Getting everyone together gave us a lot of food for thought."" About 60 people attended Sunday's meeting in Monaco, including IAAF chief Lamine Diack and Namibian athlete Frankie Fredericks, now a member of the Athletes' Commission. ""I am very happy to see you all, members of the athletics family, respond positively to the IAAF call to sit together and discuss what more we can do in the fight against doping,"" said Diack. ""We are the leading Federation in this field and it is our duty to keep our sport clean."" The two task forces will report back to the IAAF Council, at its April meeting in Qatar.",iaaf launches fight against drugs the iaaf athletics world governing body has met anti doping officials coaches and athletes to co ordinate the fight against drugs in sport two task forces have been set up to examine doping and nutrition issues it was also agreed that a programme to de mystify the issue to athletes the public and the media was a priority nothing was decided to change things it was more to have a forum of the stakeholders allowing them to express themselves said an iaaf spokesman getting everyone together gave us a lot of food for thought about 60 people attended sunday s meeting in monaco including iaaf chief lamine diack and namibian athlete frankie fredericks now a member of the athletes commission i am very happy to see you all members of the athletics family respond positively to the iaaf call to sit together and discuss what more we can do in the fight against doping said diack we are the leading federation in this field and it is our duty to keep our sport clean the two task forces will report back to the iaaf council at its april meeting in qatar,4,1,4
"Richard and Judy choose top books

The 10 authors shortlisted for a Richard and Judy book award in 2005 are hoping for a boost in sales following the success of this year's winner.

The TV couple's interest in the book world coined the term ""the Richard & Judy effect"" and created the top two best-selling paperbacks of 2004 so far. The finalists for 2005 include Andrew Taylor's The American Boy and Robbie Williams' autobiography Feel. This year's winner, Alice Sebold's The Lovely Bones, sold over one million. Joseph O'Connor's Star of the Sea came second and saw sales increase by 350%. The best read award, on Richard Madeley and Judy Finnigan's Channel 4 show, is part of the British Book Awards. David Mitchell's Booker-shortlisted novel, Cloud Atlas, makes it into this year's top 10 along with several lesser known works.

""There's no doubt that this year's selection of book club entries is the best yet. If anything, the choice is even wider than last time,"" said Madeley. ""It was very hard to follow last year's extremely successful list, but we think this year's books will do even better,"" said Richard and Judy executive producer Amanda Ross. ""We were spoiled for choice and it was tough getting down to only 10 from the 301 submitted.""",richard and judy choose top books the 10 authors shortlisted for a richard and judy book award in 2005 are hoping for a boost in sales following the success of this year s winner the tv couple s interest in the book world coined the term the richard judy effect and created the top two best selling paperbacks of 2004 so far the finalists for 2005 include andrew taylor s the american boy and robbie williams autobiography feel this year s winner alice sebold s the lovely bones sold over one million joseph o connor s star of the sea came second and saw sales increase by 350 the best read award on richard madeley and judy finnigan s channel 4 show is part of the british book awards david mitchell s booker shortlisted novel cloud atlas makes it into this year s top 10 along with several lesser known works there s no doubt that this year s selection of book club entries is the best yet if anything the choice is even wider than last time said madeley it was very hard to follow last year s extremely successful list but we think this year s books will do even better said richard and judy executive producer amanda ross we were spoiled for choice and it was tough getting down to only 10 from the 301 submitted,4,1,2
"Bennett play takes theatre prizes

The History Boys by Alan Bennett has been named best new play in the Critics' Circle Theatre Awards.

Set in a grammar school, the play also earned a best actor prize for star Richard Griffiths as teacher Hector. The Producers was named best musical, Victoria Hamilton was best actress for Suddenly Last Summer and Festen's Rufus Norris was named best director. The History Boys also won the best new comedy title at the Theatregoers' Choice Awards.

Partly based upon Alan Bennett's experience as a teacher, The History Boys has been at London's National Theatre since last May. The Critics' Circle named Rebecca Lenkiewicz its most promising playwright for The Night Season, and Eddie Redmayne most promising newcomer for The Goat or, Who is Sylvia?

Paul Rhys was its best Shakespearean performer for Measure for Measure at the National Theatre and Christopher Oram won the design award for Suddenly Last Summer. Both the Critics' Circle and Whatsonstage.com Theatregoers' Choice award winners were announced on Tuesday. Chosen by more than 11,000 theatre fans, the Theatregoers' Choice Awards named US actor Christian Slater best actor for One Flew Over the Cuckoo's Nest. Diana Rigg was best actress for Suddenly Last Summer, Dame Judi Dench was best supporting actress for the RSC's All's Well That Ends Well and The History Boys' Samuel Barnett was best supporting actor.",bennett play takes theatre prizes the history boys by alan bennett has been named best new play in the critics circle theatre awards set in a grammar school the play also earned a best actor prize for star richard griffiths as teacher hector the producers was named best musical victoria hamilton was best actress for suddenly last summer and festen s rufus norris was named best director the history boys also won the best new comedy title at the theatregoers choice awards partly based upon alan bennett s experience as a teacher the history boys has been at london s national theatre since last may the critics circle named rebecca lenkiewicz its most promising playwright for the night season and eddie redmayne most promising newcomer for the goat or who is sylvia paul rhys was its best shakespearean performer for measure for measure at the national theatre and christopher oram won the design award for suddenly last summer both the critics circle and whatsonstage com theatregoers choice award winners were announced on tuesday chosen by more than 11 000 theatre fans the theatregoers choice awards named us actor christian slater best actor for one flew over the cuckoo s nest diana rigg was best actress for suddenly last summer dame judi dench was best supporting actress for the rsc s all s well that ends well and the history boys samuel barnett was best supporting actor,4,1,2
"West End to honour finest shows

The West End is honouring its finest stars and shows at the Evening Standard Theatre Awards in London on Monday.

The Producers, starring Nathan Lane and Lee Evans, is up for best musical at the ceremony at the National Theatre. It is competing against Sweeney Todd and A Funny Thing Happened on the Way to the Forum for the award. The Goat or Who is Sylvia? by Edward Albee, The Pillowman by Martin McDonagh and Alan Bennett's The History Boys are shortlisted in the best play category.

Pam Ferris, Victoria Hamilton and Kelly Reilly are nominated for best actress. Ferris - best known for her television roles in programmes such as The Darling Buds of May - has made the shortlist for her role in Notes on Falling Leaves, at the Royal Court Theatre. Meanwhile, Richard Griffiths, who plays Hector in The History Boys at the National Theatre, will battle it out for the best actor award with Douglas Hodge (Dumb Show) and Stanley Townsend (Shining City). The best director shortlist includes Luc Bondy for Cruel and Tender, Simon McBurney for Measure for Measure, and Rufus Norris for Festen.

Festen is also shortlisted in the best designer category where Ian MacNeil, Jean Kalman and Paul Arditti will be up against Hildegard Bechtler, for Iphigenia at Aulis, and Paul Brown, for False Servant. The Milton Shulman Award for outstanding newcomer will be presented to Dominic Cooper (His Dark Materials and The History Boys), Romola Garai (Calico), Eddie Redmayne (The Goat, or Who is Sylvia?) or Ben Wishaw (Hamlet). And playwrights David Eldridge, Rebecca Lenkiewicz and Owen McCafferty will fight it out for The Charles Wintour Award and a Â£30,000 bursary. Three 50th Anniversary Special Awards will also be presented to an institution, a playwright and an individual.",west end to honour finest shows the west end is honouring its finest stars and shows at the evening standard theatre awards in london on monday the producers starring nathan lane and lee evans is up for best musical at the ceremony at the national theatre it is competing against sweeney todd and a funny thing happened on the way to the forum for the award the goat or who is sylvia by edward albee the pillowman by martin mcdonagh and alan bennett s the history boys are shortlisted in the best play category pam ferris victoria hamilton and kelly reilly are nominated for best actress ferris best known for her television roles in programmes such as the darling buds of may has made the shortlist for her role in notes on falling leaves at the royal court theatre meanwhile richard griffiths who plays hector in the history boys at the national theatre will battle it out for the best actor award with douglas hodge dumb show and stanley townsend shining city the best director shortlist includes luc bondy for cruel and tender simon mcburney for measure for measure and rufus norris for festen festen is also shortlisted in the best designer category where ian macneil jean kalman and paul arditti will be up against hildegard bechtler for iphigenia at aulis and paul brown for false servant the milton shulman award for outstanding newcomer will be presented to dominic cooper his dark materials and the history boys romola garai calico eddie redmayne the goat or who is sylvia or ben wishaw hamlet and playwrights david eldridge rebecca lenkiewicz and owen mccafferty will fight it out for the charles wintour award and a â 30 000 bursary three 50th anniversary special awards will also be presented to an institution a playwright and an individual,4,1,2
